Defective embedding notation 3,Main,Note
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,2,1,0)2(9,8,2,1,0)3(10,*9,8,2,1,0)3(11,8,2,1,0)3","(0)(1,1,1)(2,1,1)(1,1,1)(2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,2,1,0)2(9,8,2,1,0)3(10,*9,8,2,1,0)3(11,8,2,1,0)3(12,11,8)1","(0)(1,1,1)(2,1,1)(1,1,1)(2,1)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,2,1,0)2(9,8,2,1,0)3(10,*9,8,2,1,0)3(11,8,2,1,0)3(12,11,8)1(13,12,11,8)2(14,13,12,11,8)3(15,*14,13,12,11,8)3","(0)(1,1,1)(2,1,1)(1,1,1)(2,1)(3,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,2,1,0)2(9,8,2,1,0)3(10,*9,8,2,1,0)3(11,8,2,1,0)3(12,11,8)1(13,12,11,8)2(14,13,12,11,8)3(15,*14,13,12,11,8)3(16,13,12,11,8)3(17,*16,13,12,11,8)3","(0)(1,1,1)(2,1,1)(1,1,1)(2,1)(3,2,1)(4,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,2,1,0)2(9,8,2,1,0)3(10,*9,8,2,1,0)3(11,8,2,1,0)3(12,*11,8,2,1,0)3","(0)(1,1,1)(2,1,1)(1,1,1)(2,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3)1","(0)(1,1,1)(2,1,1)(2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3(12,2,1,0)2(13,12,2,1,0)3(14,*13,12,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)(1,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3(12,9,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)(2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3(12,9,2,1,0)3(13,12,9)1","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)(2,1)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3(12,9,2,1,0)3(13,12,9)1(14,13,12,9)2(15,14,13,12,9)3(16,*15,14,13,12,9)3","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)(2,1)(3,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3(12,9,2,1,0)3(13,12,9)1(14,13,12,9)2(15,14,13,12,9)3(16,*15,14,13,12,9)3(17,14,13,12,9)3(18,*17,14,13,12,9)3","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)(2,1)(3,2,1)(4,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3(12,9,2,1,0)3(13,*12,9,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)(2,1,1)","此处BMS对BOCF有提升链效应。"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,3)1","(0)(1,1,1)(2,1,1)(2,1)(2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,3,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)(2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,8,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,8,3)1","(0)(1,1,1)(2,1,1)(2,1)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,*8,3,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4)1","(0)(1,1,1)(2,1,1)(3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,2,1,0)2(8,7,2,1,0)3(9,*8,7,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(1,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,2,1,0)2(8,7,2,1,0)3(9,*8,7,2,1,0)3(10,8,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(1,1,1)(2,1,1)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,3)1","(0)(1,1,1)(2,1,1)(3,1)(2)","EBO"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,3,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,3,2,1,0)3(8,*7,3,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(2,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,3,2,1,0)3(8,*7,3,2,1,0)3(9,7,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(2,1,1)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,4)1","(0)(1,1,1)(2,1,1)(3,1)(3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,4,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,6,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(4,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,6,4)1","(0)(1,1,1)(2,1,1)(3,1)(4,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,6,4)1(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,9,7,6,4)3","(0)(1,1,1)(2,1,1)(3,1)(4,2,1)(5,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4","(0)(1,1,1)(2,1,1)(3,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,3,2,1,0)3(9,*8,3,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1,1)(2,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,3,2,1,0)3(9,*8,3,2,1,0)3(10,8,2,1,0)3(11,*10,8,3,2,1,0)4","(0)(1,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,4,2,1,0)3(9,*8,4,3,2,1,0)4","(0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,6,2,1,0)3(9,*8,6,3,2,1,0)4","(0)(1,1,1)(2,1,1)(3,1,1)(4,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,6,4)1","(0)(1,1,1)(2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,6,4)1(9,6,4)1","(0)(1,1,1)(2,2)(2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,6,4)1(9,8,6,4)2(10,9,8,6,4)3","(0)(1,1,1)(2,2)(3,2)(4,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,6,4)1(9,8,6,4)2(10,9,8,6,4)3(11,*10,9,8,6,4)3","(0)(1,1,1)(2,2)(3,3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,*6,4,3,2,1,0)4","(0)(1,1,1)(2,2,1)","三行传递所在地"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,*6,4,3,2,1,0)4(9,6,4)1","(0)(1,1,1)(2,2,1)(2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,*6,4,3,2,1,0)4(9,*6,4,3,2,1,0)4","(0)(1,1,1)(2,2,1)(2,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7)1","(0)(1,1,1)(2,2,1)(3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,2,1,0)3","(0)(1,1,1)(2,2,1)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,2,1,0)3(9,*8,7,3,2,1,0)4","(0)(1,1,1)(2,2,1)(3,1,1)","这里BMS开始有点难分析了（我的体感而言，因为之前扽过BMSvsΣ1稳定）。"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2","(0)(1,1,1)(2,2,1)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,*6,4,3,2,1,0)4","(0)(1,1,1)(2,2,1)(3,2)(2,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,7)1","(0)(1,1,1)(2,2,1)(3,2)(3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,7,6,4)2","(0)(1,1,1)(2,2,1)(3,2)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3","(0)(1,1,1)(2,2,1)(3,2)(4,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,9,7,6,4)3","(0)(1,1,1)(2,2,1)(3,2)(4,2)(5,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,9,8)1","(0)(1,1,1)(2,2,1)(3,2)(4,3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,9,8)1(11,10,9,8)2(12,11,10,9,8)3(13,*12,11,10,9,8)3","(0)(1,1,1)(2,2,1)(3,2)(4,3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,3,2,1,0)4","(0)(1,1,1)(2,2,1)(3,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,3,2,1,0)4(11,*9,8,3,2,1,0)4","(0)(1,1,1)(2,2,1)(3,2,1)(3,2,1)","这里的10 9 8 3 2 10有221的特性"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,3,2,1,0)4(11,10,2,1,0)3","(0)(1,1,1)(2,2,1)(3,2,1)(4,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,3,2,1,0)4(11,10,7,6,4)3(12,*11,10,3,2,1,0)4","(0)(1,1,1)(2,2,1)(3,2,1)(4,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,3,2,1,0)4(11,10,9,8)2","(0)(1,1,1)(2,2,1)(3,3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,3,2,1,0)4(11,10,9,8)2(12,11,10,9,8)3(13,*12,11,3,2,1,0)4","(0)(1,1,1)(2,2,1)(3,3,1)","这里有一个之后的“第三行”+1。"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3","(0)(1,1,1)(2,2,2)","这里的8764 98764 1098764对应d的是3210 43210 543210"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,*6,4,3,2,1,0)4","(0)(1,1,1)(2,2,2)(2,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,*6,4,3,2,1,0)4(12,11,6,4)2(13,12,11,6,4)3(14,*13,12,11,6,4)3","(0)(1,1,1)(2,2,2)(2,2,1)(3,3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,7)1","(0)(1,1,1)(2,2,2)(2,2,1)(3,3,2)(3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,7,2,1,0)3","(0)(1,1,1)(2,2,2)(2,2,1)(3,3,2)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,7,6,4)2","(0)(1,1,1)(2,2,2)(2,2,1)(3,3,2)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,7,6,4)2(12,11,7,6,4)3(13,*12,11,7,6,4)3","(0)(1,1,1)(2,2,2)(2,2,2)","这里是从11 7 6 4接的，和0 111 111像"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,8)1","(0)(1,1,1)(2,2,2)(3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,8,2,1,0)3","(0)(1,1,1)(2,2,2)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,8,7,6,4)3(12,*11,8,7,6,4)3","(0)(1,1,1)(2,2,2)(3,2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,8,7,6,4)3(12,*11,8,7,6,4)3","(0)(1,1,1)(2,2,2)(3,2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,8,7,6,4)3(12,*11,8,7,6,4)3(13,8,7,6,4)3(14,*13,8,7,6,4)3","(0)(1,1,1)(2,2,2)(3,2,2)(3,2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,9)1","(0)(1,1,1)(2,2,2)(3,2,2)(4)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,9,7,6,4)3","(0)(1,1,1)(2,2,2)(3,2,2)(4,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,9,7,6,4)3(12,*11,9,3,2,1,0)","(0)(1,1,1)(2,2,2)(3,2,2)(4,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,9,7,6,4)3(12,*11,9,8,7,6,4)4","(0)(1,1,1)(2,2,2)(3,2,2)(4,2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,9,7,6,4)3(12,*11,9,8,7,6,4)4(13,11,7,6,4)3(14,*13,11,8,7,6,4)4","(0)(1,1,1)(2,2,2)(3,2,2)(4,2,2)(5,2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,9,7,6,4)3(12,*11,9,8,7,6,4)4(13,11,9)1","(0)(1,1,1)(2,2,2)(3,3)"
