Defective embedding notation 3,Bashicu matrix 4,Note
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,6,3)1(8,3,2,1,0)3(9,8,3)1","(0)(1,1,1)(2,1)(3,2)(2,1)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,6,3)1(8,6,2,1,0)3(9,8,6)1","(0)(1,1,1)(2,1)(3,2)(3,1)(4,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,6,3)1(8,6,3)1","(0)(1,1,1)(2,1)(3,2)(3,2)","这里的错层比(0,0)(1,1)(2,2)稍微轻一些，大概是前面几项叠的太多的缘故罢。"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,6,3)1(8,7,2,1,0)3","(0)(1,1,1)(2,1)(3,2)(4,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,6,3)1(8,7,6,3)2(9,8,7,6,3)3(10,*9,8,7,6,3)3","(0)(1,1,1)(2,1)(3,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,6,3)1(8,7,6,3)2(9,8,7,6,3)3(10,*9,8,7,6,3)3(11,8,7,6,3)3","(0)(1,1,1)(2,1)(3,2,1)(4,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,6,3)1(8,7,6,3)2(9,8,7,6,3)3(10,*9,8,7,6,3)3(11,8,7,6,3)3(12,11,8)1","(0)(1,1,1)(2,1)(3,2,1)(4,1)(5,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,6,3)1(8,7,6,3)2(9,8,7,6,3)3(10,*9,8,7,6,3)3(11,8,7,6,3)3(12,11,8)1(13,12,11,8)2(14,13,12,11,8)3(15,*14,13,12,11,8)3(16,13,12,11,8)3","(0)(1,1,1)(2,1)(3,2,1)(4,1)(5,2,1)(6,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3","(0)(1,1,1)(2,1,1)","这里有一个特殊的现象，(4,3,2,1,0)3(5,*4,3,2,1,0)3和(6,3,2,1,0)3(7,*6,3,2,1,0)3看起来结构相似但作用不是完全一样"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,2,1,0)2(9,8,2,1,0)3(10,*9,8,2,1,0)3","(0)(1,1,1)(2,1,1)(1,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,2,1,0)2(9,8,2,1,0)3(10,*9,8,2,1,0)3(11,8,2,1,0)3","(0)(1,1,1)(2,1,1)(1,1,1)(2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,2,1,0)2(9,8,2,1,0)3(10,*9,8,2,1,0)3(11,8,2,1,0)3(12,11,8)1","(0)(1,1,1)(2,1,1)(1,1,1)(2,1)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,2,1,0)2(9,8,2,1,0)3(10,*9,8,2,1,0)3(11,8,2,1,0)3(12,11,8)1(13,12,11,8)2(14,13,12,11,8)3(15,*14,13,12,11,8)3","(0)(1,1,1)(2,1,1)(1,1,1)(2,1)(3,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,2,1,0)2(9,8,2,1,0)3(10,*9,8,2,1,0)3(11,8,2,1,0)3(12,11,8)1(13,12,11,8)2(14,13,12,11,8)3(15,*14,13,12,11,8)3(16,13,12,11,8)3(17,*16,13,12,11,8)3","(0)(1,1,1)(2,1,1)(1,1,1)(2,1)(3,2,1)(4,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,2,1,0)2(9,8,2,1,0)3(10,*9,8,2,1,0)3(11,8,2,1,0)3(12,*11,8,2,1,0)3","(0)(1,1,1)(2,1,1)(1,1,1)(2,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3)1","(0)(1,1,1)(2,1,1)(2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3(12,2,1,0)2(13,12,2,1,0)3(14,*13,12,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)(1,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3(12,9,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)(2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3(12,9,2,1,0)3(13,12,9)1","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)(2,1)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3(12,9,2,1,0)3(13,12,9)1(14,13,12,9)2(15,14,13,12,9)3(16,*15,14,13,12,9)3","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)(2,1)(3,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3(12,9,2,1,0)3(13,12,9)1(14,13,12,9)2(15,14,13,12,9)3(16,*15,14,13,12,9)3(17,14,13,12,9)3(18,*17,14,13,12,9)3","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)(2,1)(3,2,1)(4,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,2,1,0)2(10,9,2,1,0)3(11,*10,9,2,1,0)3(12,9,2,1,0)3(13,*12,9,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)(1,1,1)(2,1,1)","此处BMS对BOCF有提升链效应。"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,3)1","(0)(1,1,1)(2,1,1)(2,1)(2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,3,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)(2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,8,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,8,3)1","(0)(1,1,1)(2,1,1)(2,1)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,3,2,1,0)3(7,*6,3,2,1,0)3(8,3,2,1,0)3(9,*8,3,2,1,0)3","(0)(1,1,1)(2,1,1)(2,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4)1","(0)(1,1,1)(2,1,1)(3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,2,1,0)2(8,7,2,1,0)3(9,*8,7,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(1,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,2,1,0)2(8,7,2,1,0)3(9,*8,7,2,1,0)3(10,8,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(1,1,1)(2,1,1)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,3)1","(0)(1,1,1)(2,1,1)(3,1)(2)","EBO"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,3,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,3,2,1,0)3(8,*7,3,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(2,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,3,2,1,0)3(8,*7,3,2,1,0)3(9,7,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(2,1,1)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,4)1","(0)(1,1,1)(2,1,1)(3,1)(3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,4,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,6,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1)(4,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,6,4)1","(0)(1,1,1)(2,1,1)(3,1)(4,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,6,4)1(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,7,6,4)3(11,9,7,6,4)3","(0)(1,1,1)(2,1,1)(3,1)(4,2,1)(5,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4","(0)(1,1,1)(2,1,1)(3,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,3,2,1,0)3(9,*8,3,2,1,0)3","(0)(1,1,1)(2,1,1)(3,1,1)(2,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,3,2,1,0)3(9,*8,3,2,1,0)3(10,8,2,1,0)3(11,*10,8,3,2,1,0)4","(0)(1,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,4,2,1,0)3(9,*8,4,3,2,1,0)4","(0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,6,2,1,0)3(9,*8,6,3,2,1,0)4","(0)(1,1,1)(2,1,1)(3,1,1)(4,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,6,4)1","(0)(1,1,1)(2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,6,4)1(9,6,4)1","(0)(1,1,1)(2,2)(2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,6,4)1(9,8,6,4)2(10,9,8,6,4)3","(0)(1,1,1)(2,2)(3,2)(4,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,6,4)1(9,8,6,4)2(10,9,8,6,4)3(11,*10,9,8,6,4)3","(0)(1,1,1)(2,2)(3,3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,*6,4,3,2,1,0)4","(0)(1,1,1)(2,2,1)","三行传递所在地"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,*6,4,3,2,1,0)4(9,6,4)1","(0)(1,1,1)(2,2,1)(2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,*6,4,3,2,1,0)4(9,*6,4,3,2,1,0)4","(0)(1,1,1)(2,2,1)(2,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7)1","(0)(1,1,1)(2,2,1)(3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,2,1,0)3","(0)(1,1,1)(2,2,1)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,2,1,0)3(9,*8,7,3,2,1,0)4","(0)(1,1,1)(2,2,1)(3,1,1)","这里BMS开始有点难分析了（我的体感而言，因为之前扽过BMSvsΣ1稳定）。"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2","(0)(1,1,1)(2,2,1)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,*6,4,3,2,1,0)4","(0)(1,1,1)(2,2,1)(3,2)(2,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,7)1","(0)(1,1,1)(2,2,1)(3,2)(3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,7,6,4)2","(0)(1,1,1)(2,2,1)(3,2)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3","(0)(1,1,1)(2,2,1)(3,2)(4,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,9,7,6,4)3","(0)(1,1,1)(2,2,1)(3,2)(4,2)(5,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,9,8)1","(0)(1,1,1)(2,2,1)(3,2)(4,3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,9,8)1(11,10,9,8)2(12,11,10,9,8)3(13,*12,11,10,9,8)3","(0)(1,1,1)(2,2,1)(3,2)(4,3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,3,2,1,0)4","(0)(1,1,1)(2,2,1)(3,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,3,2,1,0)4(11,*9,8,3,2,1,0)4","(0)(1,1,1)(2,2,1)(3,2,1)(3,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,3,2,1,0)4(11,10,2,1,0)3","(0)(1,1,1)(2,2,1)(3,2,1)(4,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,4,2,1,0)3(7,*6,4,3,2,1,0)4(8,7,6,4)2(9,8,7,6,4)3(10,*9,8,3,2,1,0)4(11,10,7,6,4)3(12,*11,10,3,2,1,0)4","(0)(1,1,1)(2,2,1)(3,2,1)(4,2,1)"
